Video ID,Segment ID,Start frame,End frame,Start time(s),End time(s),Violence label,Video Source Label,No. Frames
229,229_7,2031,2136,67.77,71.27,1,2,106
229,229_8,2137,2214,71.3,73.87,0,2,78
229,229_9,2217,2383,73.97,79.51,0,1,167
229,229_10,2384,2703,79.55,90.19,1,2,320
229,229_11,2704,3737,90.22,124.69,0,1,1034
229,229_12,4141,4585,138.17,152.99,0,1,445
230,230_1,0,160,0.0,5.34,1,0,161
230,230_2,161,264,5.37,8.81,0,0,104
230,230_3,275,637,9.18,21.25,0,1,363
230,230_4,638,1325,21.29,44.21,1,0,688
230,230_5,1326,1711,44.24,57.09,0,0,386
230,230_6,1712,2669,57.12,89.06,0,1,958
231,231_1,0,1350,0.0,45.05,0,1,1351
231,231_2,1360,2542,45.38,84.82,1,2,1183
231,231_3,2543,3206,84.85,106.97,0,1,664
232,232_1,0,478,0.0,15.95,0,1,479
232,232_2,487,1233,16.25,41.14,1,2,747
232,232_3,1468,1895,48.98,63.23,1,2,428
233,233_1,122,537,4.07,17.92,0,1,416
233,233_2,551,762,18.39,25.43,0,0,212
233,233_3,763,768,25.46,25.63,0,4,6
233,233_4,769,2144,25.66,71.54,0,1,1376
234,234_1,69,826,2.3,27.53,0,1,758
234,234_2,827,952,27.57,31.73,0,0,126
234,234_3,953,1886,31.77,62.87,0,1,934
234,234_4,1887,2131,62.9,71.03,0,0,245
234,234_5,2132,3295,71.07,109.83,0,1,1164
235,235_1,0,373,0.0,14.92,1,4,374
235,235_2,374,516,14.96,20.64,1,2,143
235,235_3,517,547,20.68,21.88,0,2,31
235,235_4,548,601,21.92,24.04,1,2,54
235,235_5,602,628,24.08,25.12,0,2,27
235,235_6,634,815,25.36,32.6,1,2,182
235,235_7,816,859,32.64,34.36,0,1,44
235,235_8,860,1013,34.4,40.52,1,2,154
235,235_9,1014,1075,40.56,43.0,0,2,62
235,235_10,1076,1125,43.04,45.0,1,2,50
235,235_11,1126,1164,45.04,46.56,0,2,39
235,235_12,1165,1405,46.6,56.2,0,1,241
235,235_13,1406,1540,56.24,61.6,1,2,135
235,235_14,1541,1968,61.64,78.72,0,1,428
235,235_15,1969,2118,78.76,84.72,1,2,150
236,236_1,0,3582,0.0,59.76,0,1,3583
237,237_1,80,319,2.67,10.64,1,0,240
237,237_2,327,1192,10.91,39.77,0,1,866
237,237_3,1199,1339,40.01,44.68,1,0,141
237,237_4,1347,1476,44.94,49.25,0,1,130
237,237_5,1477,1558,49.28,51.99,1,0,82
237,237_6,1568,1629,52.32,54.35,0,1,62
237,237_7,1641,2051,54.75,68.44,1,0,411
237,237_8,2052,2736,68.47,91.29,0,1,685
237,237_9,2748,2922,91.69,97.5,0,0,175
237,237_10,2923,3030,97.53,101.1,1,0,108
237,237_11,3039,3178,101.4,106.04,0,1,140
237,237_12,3179,3293,106.07,109.88,1,0,115
237,237_13,3294,3492,109.91,116.52,0,0,199
237,237_14,3498,3954,116.72,131.93,0,1,457
237,237_15,3964,4086,132.27,136.34,1,0,123
237,237_16,4097,4705,136.7,156.99,0,1,609
238,238_1,0,353,0.0,11.78,1,2,354
238,238_2,354,480,11.81,16.02,0,2,127
238,238_3,481,1627,16.05,54.29,0,1,1147
238,238_4,1628,1967,54.32,65.63,1,2,340
238,238_5,1968,2035,65.67,67.9,0,2,68
238,238_6,2036,3623,67.93,120.89,0,1,1588
239,239_1,0,2716,0.0,90.62,0,1,2717
239,239_2,2771,3066,92.46,102.3,0,1,296
239,239_3,3113,3812,103.87,127.19,0,1,700
240,240_1,0,200,0.0,8.0,0,1,201
240,240_2,201,298,8.04,11.92,1,1,98
240,240_3,299,1429,11.96,57.16,0,1,1131
240,240_4,1430,1589,57.2,63.56,1,1,160
240,240_5,1590,1934,63.6,77.36,0,1,345
241,241_1,87,380,2.9,12.68,0,0,294
241,241_2,389,583,12.98,19.45,0,4,195
241,241_3,594,1545,19.82,51.55,0,0,952
241,241_4,1551,2062,51.75,68.8,0,1,512
241,241_5,2064,2219,68.87,74.04,0,1,156
242,242_1,5,445,0.17,14.85,1,2,441
242,242_2,446,588,14.88,19.62,0,1,143
242,242_3,663,1186,22.12,39.57,0,1,524
242,242_4,1187,1504,39.61,50.18,1,2,318
242,242_5,1505,1567,50.22,52.29,0,2,63
242,242_6,1568,1673,52.32,55.82,0,0,106
242,242_7,1674,1796,55.86,59.93,0,2,123
242,242_8,1797,1859,59.96,62.03,1,2,63
242,242_9,1860,1901,62.06,63.43,0,0,42
242,242_10,1902,1996,63.46,66.6,0,1,95
242,242_11,1997,2079,66.63,69.37,1,2,83
242,242_12,2080,2310,69.4,77.08,0,1,231
242,242_13,2311,2521,77.01,84.12,0,0,211
242,242_14,2522,2705,84.15,90.26,0,1,184
242,242_15,2706,2953,90.29,98.53,1,2,248
242,242_16,2954,3143,98.57,104.87,0,1,190
242,242_17,3144,3330,104.9,111.11,0,0,187
242,242_18,3331,3982,111.14,132.87,0,1,652
242,242_19,3983,4236,132.9,141.34,1,2,254
242,242_20,4237,4246,141.37,141.67,0,2,10
242,242_21,4247,4322,141.71,144.21,0,0,76
242,242_22,4323,4793,144.24,159.93,0,1,471
243,243_1,0,258,0.0,8.61,0,1,259
243,243_2,263,299,8.78,9.98,0,0,37
243,243_3,300,469,10.01,15.65,1,0,170
243,243_4,470,505,15.68,16.85,0,0,36
243,243_5,506,581,16.88,19.39,1,0,76
243,243_6,582,1204,19.42,40.17,0,1,623
243,243_7,1210,1524,40.37,50.85,1,0,315
243,243_8,1525,1784,50.88,59.53,0,1,260
243,243_9,1785,1915,59.56,63.9,0,0,131
243,243_10,1916,2780,63.93,92.76,0,1,865
244,244_1,0,21,0.0,0.7,0,1,22
244,244_2,22,544,0.73,18.15,0,4,523
244,244_3,553,705,18.45,23.52,0,0,153
244,244_4,706,826,23.56,27.56,1,0,121
244,244_5,827,848,27.59,28.29,0,0,22
244,244_6,849,1192,28.33,39.77,0,1,344
244,244_7,1193,1211,39.81,40.41,0,0,19
244,244_8,1212,1292,40.44,43.11,1,0,81
244,244_9,1293,1970,43.14,65.73,0,1,678
244,244_10,1971,2040,65.77,68.07,0,0,70
244,244_11,2041,2150,68.1,71.74,1,0,110
244,244_12,2151,2180,71.77,72.74,0,0,30
244,244_13,2181,3120,72.77,104.1,0,1,940
244,244_14,3121,3153,104.14,105.21,0,4,33
244,244_15,3154,3230,105.24,107.77,1,4,77
244,244_16,3231,3873,107.81,129.23,0,4,643
245,245_1,0,93,0.0,3.1,0,1,94
245,245_2,99,193,3.3,6.44,1,4,95
245,245_3,305,678,10.18,22.62,0,1,374
245,245_4,679,832,22.66,27.76,1,0,154
245,245_5,833,1026,27.79,34.23,0,1,194
245,245_6,1027,1121,34.27,37.4,1,0,95
245,245_7,1122,1278,37.44,42.64,0,1,157
245,245_8,1279,1505,42.68,50.22,1,0,227
245,245_9,1506,3098,50.25,103.37,0,1,1593
246,246_1,0,519,0.0,17.32,0,1,520
246,246_2,525,645,17.52,21.52,0,0,121
246,246_3,646,717,21.55,23.92,1,0,72
246,246_4,718,1171,23.96,39.07,0,1,454
246,246_5,1172,1323,39.11,44.14,0,0,152
246,246_6,1324,1710,44.18,57.06,0,1,387
246,246_7,1711,1785,57.09,59.56,0,0,75
246,246_8,1786,1897,59.59,63.3,1,0,112
246,246_9,1898,2478,63.33,82.68,0,1,581
246,246_10,2479,2579,82.72,86.05,0,0,101
246,246_11,2580,2910,86.09,97.1,0,1,331
246,246_12,2911,3046,97.13,101.63,0,0,136
246,246_13,3047,3220,101.67,107.44,0,1,174
246,246_14,3221,3431,107.47,114.48,0,0,211
247,247_1,0,136,0.0,4.54,0,2,137
247,247_2,137,217,4.57,7.24,0,5,81
247,247_3,218,909,7.27,30.33,0,2,692
247,247_4,910,1636,30.36,54.59,0,1,727
247,247_5,1637,2644,54.62,88.22,0,2,1008
247,247_6,2645,2723,88.25,90.86,0,5,79
247,247_7,2737,3913,91.32,130.56,0,1,1177
248,248_1,37,67,1.23,2.24,0,2,31
248,248_2,68,262,2.27,8.74,1,2,195
248,248_3,270,1992,9.01,66.47,0,1,1723
248,248_4,1993,2221,66.5,74.11,0,2,229
248,248_5,2222,2344,74.14,78.21,1,2,123
248,248_6,2345,2495,78.24,83.25,0,2,151
248,248_7,2496,2737,83.28,91.32,0,1,242
248,248_8,2738,2889,91.36,96.4,1,2,152
248,248_9,2890,2939,96.43,98.06,0,2,50
248,248_10,2940,3798,98.1,126.73,0,1,859
249,249_1,108,285,3.6,9.51,0,1,178
249,249_2,336,732,11.21,24.42,0,1,397
249,249_3,739,814,24.66,27.16,0,0,76
249,249_4,815,1049,27.19,35.0,1,0,235
249,249_5,1059,1136,35.33,37.9,0,0,78
249,249_6,1137,1379,37.94,46.01,1,0,243
249,249_7,1392,1965,46.45,65.56,0,1,574
249,249_8,1981,2139,66.1,71.37,1,0,159
249,249_9,2140,2285,71.4,76.24,0,0,146
249,249_10,2341,2726,78.11,90.96,0,1,386
250,250_1,0,1196,0.0,19.95,0,1,1197
250,250_2,1197,1701,19.97,28.38,1,2,505
250,250_3,1720,3071,28.7,51.23,0,1,1352
250,250_4,3087,4056,51.5,67.67,1,2,970
250,250_5,4071,5055,67.92,84.33,0,1,985
250,250_6,5071,5307,84.6,88.54,1,2,237
250,250_7,5323,6485,88.8,108.19,0,1,1163
250,250_8,6501,6721,108.46,112.13,1,2,221
250,250_9,6735,8141,112.36,135.82,0,1,1407
251,251_1,0,5382,0.0,179.58,0,1,5383
252,252_1,61,608,2.03,20.27,0,5,548
252,252_2,609,805,20.3,26.83,1,5,197
252,252_3,806,1594,26.87,53.13,0,5,789
253,253_1,0,1180,0.0,39.33,0,2,1181
253,253_2,1181,1246,39.37,41.53,1,2,66
253,253_3,1247,1297,41.57,43.23,0,2,51
253,253_4,1298,1402,43.27,46.73,1,2,105
253,253_5,1403,1513,46.77,50.43,0,2,111
253,253_6,1514,1789,50.47,59.63,1,2,276
254,254_1,0,3579,0.0,59.65,0,2,3580
255,255_1,0,255,0.0,10.2,0,1,256
255,255_2,256,528,10.24,21.12,0,3,273
255,255_3,529,557,21.16,22.28,1,3,29
255,255_4,558,627,22.32,25.08,0,3,70
255,255_5,628,671,25.12,26.84,1,3,44
255,255_6,672,790,26.88,31.6,0,3,119
255,255_7,791,840,31.64,33.6,1,3,50
255,255_8,841,1112,33.64,44.48,0,3,272
255,255_9,1113,1155,44.52,46.2,1,3,43
255,255_10,1156,1210,46.24,48.4,0,3,55
255,255_11,1211,1270,48.44,50.8,1,3,60
255,255_12,1271,1550,50.84,62.0,0,3,280
255,255_13,1551,1575,62.04,63.0,1,3,25
255,255_14,1576,1693,63.04,67.72,0,3,118
255,255_15,1694,1717,67.76,68.68,1,3,24
255,255_16,1718,1730,68.72,69.2,0,3,13
256,256_1,151,2294,5.04,76.54,0,1,2144
257,257_1,45,629,1.5,20.99,1,4,585
257,257_2,642,925,21.42,30.86,0,1,284
257,257_3,926,1532,30.9,51.12,0,2,607
257,257_4,1533,1619,51.15,54.02,1,2,87
257,257_5,1629,1673,54.35,55.82,0,1,45
257,257_6,1683,2257,56.16,75.31,1,6,575
257,257_7,2258,2684,75.34,89.56,0,1,427
258,258_1,0,489,0.0,10.24,0,6,490
258,258_2,490,595,10.26,12.46,1,6,106
258,258_3,596,1084,12.48,22.69,0,6,489
258,258_4,1085,1240,22.71,25.96,1,6,156
258,258_5,1241,1277,25.98,26.73,0,6,37
258,258_6,1278,1295,26.75,27.11,1,6,18
258,258_7,1296,1670,27.13,34.96,0,6,375
258,258_8,1934,2149,40.49,44.99,0,5,216
258,258_9,2196,2389,45.97,50.01,0,5,194
258,258_10,2436,2626,51.0,54.97,0,5,191
258,258_11,2676,2868,56.02,60.04,0,5,193
258,258_12,2914,3105,61.0,65.0,0,5,192
258,258_13,3319,4308,69.48,90.18,1,6,990
258,258_14,4332,4621,90.69,96.74,1,5,290
258,258_15,4669,4814,97.74,100.78,1,5,146
259,259_1,0,176,0.0,5.87,0,2,177
259,259_2,184,380,6.14,12.68,0,1,197
259,259_3,753,880,25.12,29.36,0,1,128
259,259_4,1145,1247,38.2,41.61,0,1,103
259,259_5,1627,3599,54.29,120.09,0,1,1973
260,260_1,30,2343,0.6,46.86,0,6,2314
260,260_2,2344,2706,46.88,54.12,1,6,363
260,260_3,2707,3163,54.14,63.26,0,6,457
261,261_1,0,857,0.0,28.6,0,6,858
261,261_2,858,2001,28.63,66.77,1,6,1144
261,261_3,2277,2425,75.98,80.91,0,6,149
262,262_1,0,116,0.0,4.83,0,6,117
262,262_2,130,491,5.42,20.46,0,6,362
262,262_3,504,985,21.0,41.04,0,6,482
262,262_4,996,1166,41.5,48.58,0,6,171
262,262_5,1178,1297,49.08,54.04,0,1,120
262,262_6,1307,2132,54.46,88.83,0,6,826
262,262_7,2143,2327,89.29,96.96,0,6,185
262,262_8,2337,2420,97.37,100.83,0,6,84
262,262_9,2430,2533,101.25,105.54,0,6,104
262,262_10,2543,2602,105.96,108.42,0,6,60
262,262_11,2611,2752,108.79,114.67,0,6,142
263,263_1,96,129,4.0,5.38,0,6,34
263,263_2,130,397,5.42,16.56,1,6,268
263,263_3,426,1480,17.77,61.73,1,6,1055
264,264_1,0,5147,0.0,85.87,1,2,5148
264,264_2,5148,5291,85.89,88.27,0,2,144
265,265_1,0,775,0.0,25.86,0,3,776
265,265_2,776,4729,25.89,157.79,1,3,3954
265,265_3,4730,4844,157.82,161.63,0,3,115
266,266_1,0,884,0.0,29.5,0,1,885
266,266_2,885,1779,29.53,59.36,1,4,895
266,266_3,1780,2047,59.39,68.3,0,1,268
266,266_4,2048,2262,68.33,75.48,1,4,215
266,266_5,2263,3535,75.51,117.95,0,1,1273
266,266_6,3576,4139,119.32,138.1,0,1,564
267,267_1,21,197,0.84,7.88,1,2,177
267,267_2,198,960,7.92,38.4,0,2,763
267,267_3,961,2868,38.44,114.72,0,1,1908
268,268_1,174,1835,5.8,61.17,1,2,1662
269,269_1,12,205,0.4,6.84,0,2,194
269,269_2,206,386,6.87,12.88,1,2,181
269,269_3,395,1021,13.18,34.07,0,1,627
269,269_4,1022,1781,34.1,59.43,0,2,760
269,269_5,1782,1887,59.46,62.96,1,2,106
269,269_6,1888,2116,63.0,70.6,0,1,229
269,269_7,2117,2237,70.64,74.64,1,2,121
269,269_8,2238,2961,74.67,98.8,0,1,724
271,271_1,0,57,0.0,1.9,0,4,58
271,271_2,58,107,1.94,3.57,1,4,50
271,271_3,108,416,3.6,13.88,0,4,309
271,271_4,417,487,13.91,16.25,1,4,71
271,271_5,488,880,16.28,29.36,0,1,393
271,271_6,887,957,29.6,31.93,0,0,71
271,271_7,958,1029,31.97,34.33,1,0,72
271,271_8,1030,1278,34.37,42.64,0,0,249
271,271_9,1279,1429,42.68,47.68,1,0,151
271,271_10,1430,1795,47.71,59.89,0,0,366
271,271_11,2768,3675,92.36,122.62,0,1,908
272,272_1,67,89,2.68,3.56,0,5,23
272,272_2,90,106,3.6,4.24,1,5,17
272,272_3,118,2944,4.72,117.76,0,5,2827
273,273_1,0,903,0.0,30.13,0,1,904
273,273_2,904,2604,30.16,86.89,0,0,1701
273,273_3,2617,3260,87.32,108.78,0,1,644
273,273_4,3283,3701,109.54,123.49,0,1,419
273,273_5,3711,3811,123.82,127.16,0,0,101
273,273_6,3824,4646,127.59,155.02,0,1,823
273,273_7,4664,5151,155.62,171.87,0,1,488
274,274_1,11,2517,0.37,83.98,0,1,2507
274,274_2,2878,3958,96.03,132.07,0,1,1081
275,275_1,0,62,0.0,2.07,0,2,63
275,275_2,72,170,2.4,5.67,1,2,99
275,275_3,179,4739,5.97,158.12,0,1,4561
276,276_1,0,1095,0.0,36.54,0,1,1096
276,276_2,1491,1712,49.75,57.12,0,1,222
276,276_3,2036,2538,67.93,84.68,0,1,503
276,276_4,2542,2784,84.82,92.89,0,0,243
276,276_5,2804,3899,93.56,130.1,0,1,1096
277,277_1,67,4280,2.24,142.81,0,1,4214
278,278_1,21,55,0.88,2.29,0,2,35
278,278_2,56,107,2.33,4.46,1,2,52
278,278_3,108,127,4.5,5.29,0,2,20
278,278_4,132,180,5.5,7.5,0,4,49
278,278_5,181,254,7.54,10.58,1,4,74
278,278_6,260,343,10.83,14.29,0,1,84
278,278_7,410,762,17.08,31.75,0,1,353
278,278_8,763,1231,31.79,51.29,1,2,469
278,278_9,1232,1772,51.33,73.83,0,1,541
278,278_10,1773,2133,73.88,88.88,1,2,361
278,278_11,2134,2229,88.92,92.88,0,1,96
278,278_12,2230,2515,92.92,104.79,1,2,286
278,278_13,2516,2588,104.83,107.83,0,1,73
278,278_14,2589,2666,107.88,111.08,1,2,78
278,278_15,2667,3474,111.12,144.75,0,1,808
279,279_1,0,190,0.0,6.34,0,1,191
279,279_2,191,320,6.37,10.68,0,2,130
279,279_3,321,851,10.71,28.4,1,2,531
279,279_4,852,1062,28.43,35.44,0,1,211
279,279_5,1063,1193,35.47,39.81,0,2,131
279,279_6,1194,1770,39.84,59.06,0,1,577
279,279_7,1771,2326,59.09,77.61,1,2,556
280,280_1,20,120,0.67,4.0,0,2,101
280,280_2,121,956,4.03,31.87,0,1,836
280,280_3,957,1229,31.9,40.97,0,2,273
280,280_4,1230,1424,41.0,47.47,0,1,195
280,280_5,1425,1667,47.5,55.57,0,2,243
280,280_6,1668,2504,55.6,83.47,0,1,837
280,280_7,2505,2781,83.5,92.7,0,2,277
280,280_8,2790,3567,93.0,118.9,0,1,778
282,282_1,64,483,2.14,16.12,0,4,420
282,282_2,513,777,17.12,25.93,1,1,265
282,282_3,778,790,25.96,26.36,0,1,13
282,282_4,791,883,26.39,29.46,0,0,93
282,282_5,884,953,29.5,31.8,1,0,70
282,282_6,954,1053,31.83,35.14,0,0,100
282,282_7,1054,1255,35.17,41.88,1,0,202
282,282_8,1256,1327,41.91,44.28,0,0,72
282,282_9,1328,1486,44.31,49.58,1,0,159
282,282_10,1487,1553,49.62,51.82,0,0,67
282,282_11,1554,1764,51.85,58.86,1,0,211
282,282_12,1765,2531,58.89,84.45,0,1,767
283,283_1,0,44,0.0,1.47,0,4,45
283,283_2,45,202,1.5,6.74,1,4,158
283,283_3,203,306,6.77,10.21,0,4,104
283,283_4,307,375,10.24,12.51,1,4,69
283,283_5,376,613,12.55,20.45,0,1,238
283,283_6,653,1717,21.79,57.29,0,1,1065
283,283_7,2156,2209,71.94,73.71,0,4,54
283,283_8,2210,2320,73.74,77.41,1,1,111
283,283_9,2392,2540,79.81,84.75,0,1,149
283,283_10,2568,2661,85.69,88.79,0,2,94
283,283_11,2662,2708,88.82,90.36,1,2,47
283,283_12,2709,2745,90.39,91.59,0,2,37
283,283_13,2746,2900,91.62,96.76,1,2,155
283,283_14,2919,2977,97.4,99.33,0,1,59
283,283_15,2978,3043,99.37,101.53,1,2,66
283,283_16,3054,3176,101.9,105.97,0,1,123
283,283_17,3177,3289,106.01,109.74,1,2,113
283,283_18,3290,3310,109.78,110.44,0,2,21
283,283_19,3327,4300,111.01,143.48,0,1,974
