Video ID,Filename,Start frame,End frame,Start time(s),End time(s),,Violence Type (Video),Video Type,Violence Type (Text),Manual Text,Memo,Violence(Sound) Type1,Sound type1,start frame1,end frame1,Violence(Sound) Type2,Sound type2,start frame2,end frame2,Violence(Sound) Type3,Sound type3,start frame3,end frame3,Violence(Sound) Type4,Sound type4,start frame4,end frame4,Violence(Sound) Type5,Sound type5,start frame5,end frame5,Violence(Sound) Type6,Sound type6,start frame6,end frame6,Violence(Sound) Type7,Sound type7,start frame7,end frame7,Violence(Sound) Type8,Sound type8,start frame8,end frame8,Violence(Sound) Type9,Sound type9,start frame9,end frame9,Violence(Sound) Type10,Sound type10,start frame10,end frame10,Violence(Sound) Type11,Sound type11,start frame11,end frame11
173,173_Police bodycam video shows CPD officer's altercation with Nikkita Brown on the lakefront path.mp4,4573,4680,152.43,156,3.57,Non-violent,Bodycam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
173,173_Police bodycam video shows CPD officer's altercation with Nikkita Brown on the lakefront path.mp4,4681,4898,156.03,163.27,7.24,NONE,Bodycam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
173,173_Police bodycam video shows CPD officer's altercation with Nikkita Brown on the lakefront path.mp4,4899,5034,163.3,167.8,4.5,Non-violent,Bodycam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
174,"174_Bodycam captures man, officer in physical altercation.mp4",0,7,0,0.23,0.23,Non-violent,Bodycam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
174,"174_Bodycam captures man, officer in physical altercation.mp4",8,35,0.27,1.17,0.9,Violent,Bodycam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
174,"174_Bodycam captures man, officer in physical altercation.mp4",36,123,1.2,4.1,2.9,Non-violent,Bodycam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
174,"174_Bodycam captures man, officer in physical altercation.mp4",124,165,4.14,5.51,1.37,Violent,Bodycam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
174,"174_Bodycam captures man, officer in physical altercation.mp4",166,213,5.54,7.11,1.57,NONE,Bodycam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
174,"174_Bodycam captures man, officer in physical altercation.mp4",214,216,7.14,7.21,0.07,NONE,Transition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
174,"174_Bodycam captures man, officer in physical altercation.mp4",217,218,7.24,7.27,0.03,NONE,Others,,,White screen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
174,"174_Bodycam captures man, officer in physical altercation.mp4",219,221,7.31,7.37,0.06,NONE,Transition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
174,"174_Bodycam captures man, officer in physical altercation.mp4",222,229,7.41,7.64,0.23,Non-violent,CCTV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
174,"174_Bodycam captures man, officer in physical altercation.mp4",230,235,7.67,7.84,0.17,NONE,Transition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
174,"174_Bodycam captures man, officer in physical altercation.mp4",236,603,7.87,20.12,12.25,Non-violent,News,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
174,"174_Bodycam captures man, officer in physical altercation.mp4",604,611,20.15,20.39,0.24,NONE,Transition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
174,"174_Bodycam captures man, officer in physical altercation.mp4",612,624,20.42,20.82,0.4,NONE,News,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
174,"174_Bodycam captures man, officer in physical altercation.mp4",625,627,20.85,20.92,0.07,NONE,Transition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
174,"174_Bodycam captures man, officer in physical altercation.mp4",628,1124,20.95,37.5,16.55,Non-violent,News,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
174,"174_Bodycam captures man, officer in physical altercation.mp4",1125,1204,37.54,40.17,2.63,Non-violent,Bodycam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
174,"174_Bodycam captures man, officer in physical altercation.mp4",1205,1209,40.21,40.34,0.13,Non-violent,Bodycam,Violent,ARRESTED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
174,"174_Bodycam captures man, officer in physical altercation.mp4",1210,1447,40.37,48.28,7.91,Non-violent,Bodycam,Violent,"ARRESTED, VIOLENT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
174,"174_Bodycam captures man, officer in physical altercation.mp4",1448,1451,48.31,48.42,0.11,Non-violent,Bodycam,Violent,ARRESTED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
174,"174_Bodycam captures man, officer in physical altercation.mp4",1452,2216,48.45,73.94,25.49,Non-violent,Bodycam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
174,"174_Bodycam captures man, officer in physical altercation.mp4",2217,2260,73.97,75.41,1.44,Violent,Bodycam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
174,"174_Bodycam captures man, officer in physical altercation.mp4",2261,2446,75.44,81.61,6.17,NONE,Bodycam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
174,"174_Bodycam captures man, officer in physical altercation.mp4",2447,2513,81.65,83.85,2.2,Non-violent,CCTV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
174,"174_Bodycam captures man, officer in physical altercation.mp4",2514,2837,83.88,94.66,10.78,Violent,CCTV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
174,"174_Bodycam captures man, officer in physical altercation.mp4",2838,3355,94.69,111.95,17.26,Non-violent,CCTV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
174,"174_Bodycam captures man, officer in physical altercation.mp4",3356,3783,111.98,126.23,14.25,Non-violent,News,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
174,"174_Bodycam captures man, officer in physical altercation.mp4",3784,4147,126.26,138.37,12.11,Non-violent,CCTV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
174,"174_Bodycam captures man, officer in physical altercation.mp4",4148,5156,138.4,172.04,33.64,Non-violent,News,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
175,175_Insane road rage caught on dashcam.mp4,0,3191,0,127.64,127.64,Non-violent,Dashcam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
175,175_Insane road rage caught on dashcam.mp4,3192,3224,127.68,128.96,1.28,Violent,Dashcam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
175,175_Insane road rage caught on dashcam.mp4,3225,3526,129,141.04,12.04,Non-violent,Dashcam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
175,175_Insane road rage caught on dashcam.mp4,3527,3544,141.08,141.76,0.68,Violent,Dashcam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
175,175_Insane road rage caught on dashcam.mp4,3545,4361,141.8,174.44,32.64,Non-violent,Dashcam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
176,176_Shocking Road Rage Caught on Dashcam in Koramangala.mp4,0,986,0,32.87,32.87,Non-violent,Dashcam,,,,,Others,839,959,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
176,176_Shocking Road Rage Caught on Dashcam in Koramangala.mp4,987,1079,32.9,35.97,3.07,Violent,Dashcam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
176,176_Shocking Road Rage Caught on Dashcam in Koramangala.mp4,1080,2015,36,67.17,31.17,Non-violent,Dashcam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
176,176_Shocking Road Rage Caught on Dashcam in Koramangala.mp4,2016,2063,67.2,68.77,1.57,NONE,Others,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
176,176_Shocking Road Rage Caught on Dashcam in Koramangala.mp4,2064,2067,68.8,68.9,0.1,NONE,Others,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
176,176_Shocking Road Rage Caught on Dashcam in Koramangala.mp4,2068,2085,68.93,69.5,0.57,NONE,Others,,,Black screen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
176,176_Shocking Road Rage Caught on Dashcam in Koramangala.mp4,2086,2315,69.53,77.17,7.64,NONE,Others,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177,177_Man snatches gun from cop before her partner shoots him.mp4,0,321,0,5.36,5.36,Non-violent,Bodycam,Violent,SNATCHES GUN FROM OFFICER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177,177_Man snatches gun from cop before her partner shoots him.mp4,322,557,5.37,9.29,3.92,Non-violent,Bodycam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177,177_Man snatches gun from cop before her partner shoots him.mp4,558,761,9.31,12.7,3.39,Violent,Bodycam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177,177_Man snatches gun from cop before her partner shoots him.mp4,762,922,12.71,15.38,2.67,Non-violent,Bodycam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177,177_Man snatches gun from cop before her partner shoots him.mp4,923,1213,15.4,20.24,4.84,Violent,Bodycam,,,,,Shouting,1078,1138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177,177_Man snatches gun from cop before her partner shoots him.mp4,1214,1227,20.25,20.47,0.22,NONE,Transition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177,177_Man snatches gun from cop before her partner shoots him.mp4,1228,1399,20.49,23.34,2.85,Non-violent,Bodycam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177,177_Man snatches gun from cop before her partner shoots him.mp4,1400,1521,23.36,25.38,2.02,Violent,Bodycam,,,,,Gunshot,1438,1498,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177,177_Man snatches gun from cop before her partner shoots him.mp4,1522,1735,25.39,28.95,3.56,Non-violent,News,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177,177_Man snatches gun from cop before her partner shoots him.mp4,1736,1990,28.96,33.2,4.24,Non-violent,Self-filmed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177,177_Man snatches gun from cop before her partner shoots him.mp4,1991,2181,33.22,36.39,3.17,Non-violent,News,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177,177_Man snatches gun from cop before her partner shoots him.mp4,2182,2184,36.4,36.44,0.04,NONE,Transition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177,177_Man snatches gun from cop before her partner shoots him.mp4,2185,2185,36.45,36.45,0,NONE,Others,,,White screen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177,177_Man snatches gun from cop before her partner shoots him.mp4,2186,2189,36.47,36.52,0.05,NONE,Transition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177,177_Man snatches gun from cop before her partner shoots him.mp4,2190,2366,36.54,39.47,2.93,Non-violent,Self-filmed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177,177_Man snatches gun from cop before her partner shoots him.mp4,2367,2369,39.49,39.52,0.03,NONE,Transition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177,177_Man snatches gun from cop before her partner shoots him.mp4,2370,2370,39.54,39.54,0,Non-violent,Others,,,White screen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177,177_Man snatches gun from cop before her partner shoots him.mp4,2371,2374,39.56,39.61,0.05,NONE,Transition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177,177_Man snatches gun from cop before her partner shoots him.mp4,2375,3173,39.62,52.94,13.32,Non-violent,Bodycam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177,177_Man snatches gun from cop before her partner shoots him.mp4,3174,3187,52.95,53.17,0.22,NONE,Transition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177,177_Man snatches gun from cop before her partner shoots him.mp4,3188,3413,53.19,56.94,3.75,Violent,Bodycam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177,177_Man snatches gun from cop before her partner shoots him.mp4,3414,3572,56.96,59.59,2.63,Non-violent,Self-filmed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178,"178_Sacramento police release body camera footage from pursuit, shooting of domestic violence suspect.mp4",0,48,0,1.6,1.6,NONE,News,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178,"178_Sacramento police release body camera footage from pursuit, shooting of domestic violence suspect.mp4",49,382,1.63,12.73,11.1,Non-violent,News,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178,"178_Sacramento police release body camera footage from pursuit, shooting of domestic violence suspect.mp4",383,798,12.77,26.6,13.83,NONE,News,Violent,SHOOT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178,"178_Sacramento police release body camera footage from pursuit, shooting of domestic violence suspect.mp4",799,842,26.63,28.07,1.44,Non-violent,News,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178,"178_Sacramento police release body camera footage from pursuit, shooting of domestic violence suspect.mp4",843,959,28.1,31.97,3.87,Non-violent,News,Violent,SHOOT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178,"178_Sacramento police release body camera footage from pursuit, shooting of domestic violence suspect.mp4",960,1369,32,45.63,13.63,Non-violent,News,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178,"178_Sacramento police release body camera footage from pursuit, shooting of domestic violence suspect.mp4",1370,1454,45.67,48.47,2.8,Non-violent,Bodycam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178,"178_Sacramento police release body camera footage from pursuit, shooting of domestic violence suspect.mp4",1455,1582,48.5,52.73,4.23,Non-violent,Bodycam,Violent,SHOOT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178,"178_Sacramento police release body camera footage from pursuit, shooting of domestic violence suspect.mp4",1583,1869,52.77,62.3,9.53,Violent,Bodycam,Violent,SHOOT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178,"178_Sacramento police release body camera footage from pursuit, shooting of domestic violence suspect.mp4",1870,1878,62.33,62.6,0.27,NONE,Transition,Violent,SHOOT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178,"178_Sacramento police release body camera footage from pursuit, shooting of domestic violence suspect.mp4",1879,2545,62.63,84.83,22.2,Non-violent,Bodycam,Violent,SHOOT,,,Gunshot,2490,2520,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178,"178_Sacramento police release body camera footage from pursuit, shooting of domestic violence suspect.mp4",2546,2897,84.87,96.57,11.7,Non-violent,News,Violent,SHOOT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178,"178_Sacramento police release body camera footage from pursuit, shooting of domestic violence suspect.mp4",2898,2939,96.6,97.97,1.37,Violent,News,Violent,SHOOT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178,"178_Sacramento police release body camera footage from pursuit, shooting of domestic violence suspect.mp4",2940,2949,98,98.3,0.3,NONE,Transition,Violent,SHOOT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178,"178_Sacramento police release body camera footage from pursuit, shooting of domestic violence suspect.mp4",2950,3428,98.33,114.27,15.94,Non-violent,News,Violent,SHOOT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178,"178_Sacramento police release body camera footage from pursuit, shooting of domestic violence suspect.mp4",3429,3624,114.3,120.8,6.5,Non-violent,News,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179,179_He called cops while being a murder suspect #crime #police #bodycam.mp4,0,1790,0,59.73,59.73,Non-violent,Self-filmed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180,180_IMPD investigating video of brutal beating.mp4,0,7,0,0.23,0.23,Non-violent,News,Violent,BOMBING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180,180_IMPD investigating video of brutal beating.mp4,8,32,0.27,1.07,0.8,Violent,Combination,Violent,BOMBING,News+Self-filmed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180,180_IMPD investigating video of brutal beating.mp4,33,35,1.1,1.17,0.07,Violent,Combination,,,News+Self-filmed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180,180_IMPD investigating video of brutal beating.mp4,36,412,1.2,13.75,12.55,Violent,Combination,Violent,"ATTACK, ASSAULTED",News+Self-filmed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180,180_IMPD investigating video of brutal beating.mp4,413,532,13.78,17.75,3.97,Non-violent,Combination,Violent,"ATTACK, ASSAULTED",News+Self-filmed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180,180_IMPD investigating video of brutal beating.mp4,533,535,17.78,17.85,0.07,NONE,Transition,Violent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180,180_IMPD investigating video of brutal beating.mp4,536,586,17.88,19.55,1.67,NONE,News,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180,180_IMPD investigating video of brutal beating.mp4,587,746,19.59,24.89,5.3,Non-violent,News,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180,180_IMPD investigating video of brutal beating.mp4,747,1139,24.92,38,13.08,Non-violent,News,Violent,"ATTACK, ASSAULTED",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180,180_IMPD investigating video of brutal beating.mp4,1140,1362,38.04,45.45,7.41,Violent,Self-filmed,Violent,"ATTACK, ASSAULTED",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180,180_IMPD investigating video of brutal beating.mp4,1363,1404,45.48,46.85,1.37,Non-violent,News,Violent,"ATTACK, ASSAULTED",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180,180_IMPD investigating video of brutal beating.mp4,1405,1493,46.88,49.82,2.94,Non-violent,News,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180,180_IMPD investigating video of brutal beating.mp4,1494,1538,49.85,51.32,1.47,Non-violent,News,Violent,"ATTACK, ASSAULTED",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180,180_IMPD investigating video of brutal beating.mp4,1539,1699,51.35,56.69,5.34,Non-violent,Self-filmed,Violent,"ATTACK, ASSAULTED",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180,180_IMPD investigating video of brutal beating.mp4,1700,1975,56.72,65.9,9.18,Violent,Self-filmed,Violent,"ATTACK, ASSAULTED",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180,180_IMPD investigating video of brutal beating.mp4,1976,2192,65.93,73.14,7.21,Non-violent,News,Violent,"ATTACK, ASSAULTED",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180,180_IMPD investigating video of brutal beating.mp4,2193,2434,73.17,81.21,8.04,Violent,Self-filmed,Violent,"ATTACK, ASSAULTED",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180,180_IMPD investigating video of brutal beating.mp4,2435,2505,81.25,83.58,2.33,Non-violent,Self-filmed,Violent,"ATTACK, ASSAULTED",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180,180_IMPD investigating video of brutal beating.mp4,2506,2552,83.62,85.15,1.53,Non-violent,News,Violent,"ATTACK, ASSAULTED",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180,180_IMPD investigating video of brutal beating.mp4,2553,2555,85.19,85.25,0.06,Non-violent,News,Violent,ASSAULTED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180,180_IMPD investigating video of brutal beating.mp4,2556,2663,85.29,88.86,3.57,Non-violent,News,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180,180_IMPD investigating video of brutal beating.mp4,2664,2666,88.89,88.96,0.07,Non-violent,News,Violent,ASSAULTED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180,180_IMPD investigating video of brutal beating.mp4,2667,3055,88.99,101.94,12.95,Non-violent,News,Violent,"ATTACK, ASSAULTED",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180,180_IMPD investigating video of brutal beating.mp4,3056,3226,101.97,107.64,5.67,Violent,Self-filmed,Violent,"ATTACK, ASSAULTED",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180,180_IMPD investigating video of brutal beating.mp4,3227,3492,107.67,116.52,8.85,Non-violent,Self-filmed,Violent,"ATTACK, ASSAULTED",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180,180_IMPD investigating video of brutal beating.mp4,3493,4151,116.55,138.51,21.96,Non-violent,News,Violent,"ATTACK, ASSAULTED",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181,181_New video shows prison officers' fatal beating of New York inmate.mp4,0,462,0,15.42,15.42,Non-violent,News,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181,181_New video shows prison officers' fatal beating of New York inmate.mp4,463,467,15.45,15.58,0.13,NONE,Transition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181,181_New video shows prison officers' fatal beating of New York inmate.mp4,468,538,15.62,17.95,2.33,Non-violent,Bodycam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181,181_New video shows prison officers' fatal beating of New York inmate.mp4,539,542,17.98,18.08,0.1,NONE,Transition,Violent,FATALLY BEATING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181,181_New video shows prison officers' fatal beating of New York inmate.mp4,543,592,18.12,19.75,1.63,Non-violent,News,Violent,FATALLY BEATING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181,181_New video shows prison officers' fatal beating of New York inmate.mp4,593,866,19.79,28.9,9.11,Violent,Bodycam,Violent,FATALLY BEATING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181,181_New video shows prison officers' fatal beating of New York inmate.mp4,867,1040,28.93,34.7,5.77,Non-violent,Bodycam,Violent,FATALLY BEATING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181,181_New video shows prison officers' fatal beating of New York inmate.mp4,1041,1260,34.73,42.04,7.31,Non-violent,News,Violent,FATALLY BEATING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181,181_New video shows prison officers' fatal beating of New York inmate.mp4,1261,1265,42.08,42.21,0.13,NONE,Transition,Violent,FATALLY BEATING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181,181_New video shows prison officers' fatal beating of New York inmate.mp4,1266,1267,42.24,42.28,0.04,NONE,Transition,Violent,FATALLY BEATING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181,181_New video shows prison officers' fatal beating of New York inmate.mp4,1268,1683,42.31,56.16,13.85,Non-violent,Bodycam,Violent,FATALLY BEATING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181,181_New video shows prison officers' fatal beating of New York inmate.mp4,1684,1723,56.19,57.49,1.3,Violent,Bodycam,Violent,FATALLY BEATING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181,181_New video shows prison officers' fatal beating of New York inmate.mp4,1724,1842,57.52,61.46,3.94,Non-violent,News,Violent,FATALLY BEATING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181,181_New video shows prison officers' fatal beating of New York inmate.mp4,1843,1924,61.49,64.2,2.71,Non-violent,Bodycam,Violent,FATALLY BEATING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181,181_New video shows prison officers' fatal beating of New York inmate.mp4,1925,1952,64.23,65.13,0.9,Non-violent,News,Violent,FATALLY BEATING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181,181_New video shows prison officers' fatal beating of New York inmate.mp4,1953,2216,65.16,73.94,8.78,NONE,News,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181,181_New video shows prison officers' fatal beating of New York inmate.mp4,2217,2219,73.97,74.04,0.07,NONE,News,Violent,FATALLY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181,181_New video shows prison officers' fatal beating of New York inmate.mp4,2220,2399,74.07,80.05,5.98,NONE,News,Violent,"FATALLY, BEATING",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
